Date,Open,High,Low,Close,Adj Close,Volume,MA_20,MA_50,SHORT_GR_LONG,Signal,Buy & Sell
1996-03-08 00:00:00+05:30,14.686073747975255,14.741135178877512,14.444416138891725,14.676897048950195,14.676897048950195,39637704,14.912894248962402,13.31657506942749,1,,NULL
1996-03-11 00:00:00+05:30,14.377117025428868,14.499475062964912,14.15993104502047,14.340410232543945,14.340410232543945,39109363,14.893164014816284,13.35927822113037,1,0.0,NULL
1996-03-12 00:00:00+05:30,14.325111777970978,14.386290163222219,14.193575838015429,14.31899356842041,14.31899356842041,27429706,14.868386268615723,13.409322757720947,1,0.0,NULL
1996-03-13 00:00:00+05:30,14.312880039608064,14.710545239171148,14.239465211246852,14.661602020263672,14.661602020263672,27421227,14.839020347595214,13.472520923614502,1,0.0,NULL
1996-03-14 00:00:00+05:30,14.713603607843927,14.84207986562732,14.566773952306301,14.646306991577148,14.646306991577148,36343129,14.81332516670227,13.536208515167237,1,0.0,NULL
1996-03-15 00:00:00+05:30,14.621833104694083,14.652422920687448,14.346525997505479,14.383234024047852,14.383234024047852,29065070,14.792218255996705,13.595919437408448,1,0.0,NULL
1996-03-18 00:00:00+05:30,14.254757624960313,14.343467348286161,13.964156849815344,14.00698184967041,14.00698184967041,27165271,14.747251510620117,13.654773807525634,1,0.0,NULL
1996-03-19 00:00:00+05:30,14.006981102570707,14.184400539759267,13.275888999903627,13.624610900878906,13.624610900878906,35581619,14.706414318084716,13.693867340087891,1,0.0,NULL
1996-03-20 00:00:00+05:30,13.624610900878906,13.624610900878906,13.624610900878906,13.624610900878906,13.624610900878906,0,14.665577125549316,13.74366714477539,1,0.0,NULL
1996-03-21 00:00:00+05:30,13.890743930584904,14.162991372446973,13.890743930584904,14.055928230285645,14.055928230285645,13650996,14.626269578933716,13.79358943939209,1,0.0,NULL
1996-03-22 00:00:00+05:30,13.902979850769043,14.01004298905278,13.658262516010915,13.902979850769043,13.902979850769043,23179668,14.568302297592163,13.840330390930175,1,0.0,NULL
1996-03-25 00:00:00+05:30,14.010039207433229,14.190518363155416,13.92744770124339,13.994744300842285,13.994744300842285,22524674,14.494887018203736,13.888172512054444,1,0.0,NULL
